Time (Sec);S8;S1;S6;S7;S9;S14;S13;S12;S15;S5;S2;S3;S4;S16;S10;S17;S21;S19;S18;S20;S16;S11;
0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.0033333333333333335;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.0033333333333333335;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.08539466666666666;99.9341056;99.9341056;99.9341056;99.9341056;99.9341056;99.9341056;99.9341056;99.9341056;99.9341056;99.9341056;99.9341056;99.9341056;99.9341056;19160.0;99.9341056;99.9341056;99.9341056;99.9341056;99.9341056;99.9341056;99.9341056;99.9341056;
0.08539466666666666;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.9341056;99.9341056;99.9341056;99.9341056;99.7977088;99.7977088;99.7977088;99.7977088;19160.0;99.9341056;99.9341056;99.9341056;99.9341056;99.9341056;99.9341056;99.9341056;99.9341056;
0.08539466666666666;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;19160.0;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;
0.10333333333333333;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;19160.0;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;99.7977088;
0.16412266666666667;99.27055359999996;99.27055359999996;99.27055359999996;99.27055359999996;99.27055359999996;99.20465919999995;99.20465919999995;99.20465919999995;99.20465919999995;99.27055359999996;99.27055359999996;99.27055359999996;99.27055359999996;19160.0;99.20465919999995;99.20465919999995;99.20465919999995;99.20465919999995;99.20465919999995;99.20465919999995;99.7977088;99.20465919999995;
0.164956;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;19160.0;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;99.7977088;98.4798207999999;
0.20333333333333334;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;19160.0;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;99.7977088;98.4798207999999;
0.30333333333333334;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;19160.0;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;99.7977088;98.4798207999999;
0.4033333333333333;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;19160.0;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;99.7977088;98.4798207999999;
0.5033333333333333;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;19160.0;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;99.7977088;98.4798207999999;
0.6033333333333333;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;19160.0;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;99.7977088;98.4798207999999;
0.7033333333333333;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;19160.0;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;99.7977088;98.4798207999999;
0.8033333333333332;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;19160.0;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;99.7977088;98.4798207999999;
0.9033333333333332;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;19160.0;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;99.7977088;98.4798207999999;
1.0033333333333332;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;19160.0;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;98.4798207999999;99.7977088;98.4798207999999;
1.0853946666666665;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;19160.0;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;99.79760879999999;98.4797207999999;
1.103333333333333;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;19160.0;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;99.79760879999999;98.4797207999999;
1.1853946666666664;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;19160.0;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;99.79760879999999;98.4797207999999;
1.203333333333333;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;19160.0;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;99.79760879999999;98.4797207999999;
1.303333333333333;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;19160.0;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;99.79760879999999;98.4797207999999;
1.403333333333333;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;19160.0;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;99.79760879999999;98.4797207999999;
1.5033333333333332;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;19160.0;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;98.4797207999999;99.79760879999999;98.4797207999999;
